日期,年,月,日,周序号,周内序号,周内名称,工作标记,假日标记,工作标记-补充,是否法定假日
20180311,2018,3,11,10,6,星期日,休息,-,-,-
20180312,2018,3,12,11,0,星期一,上班,-,-,-
20180313,2018,3,13,11,1,星期二,上班,-,-,-
20180314,2018,3,14,11,2,星期三,上班,-,-,-
20180315,2018,3,15,11,3,星期四,上班,-,-,-
20180316,2018,3,16,11,4,星期五,上班,-,-,-
20180317,2018,3,17,11,5,星期六,休息,-,-,-
20180318,2018,3,18,11,6,星期日,休息,-,-,-
20180319,2018,3,19,12,0,星期一,上班,-,-,-
20180320,2018,3,20,12,1,星期二,上班,-,-,-
20180321,2018,3,21,12,2,星期三,上班,-,-,-
20180322,2018,3,22,12,3,星期四,上班,-,-,-
20180323,2018,3,23,12,4,星期五,上班,-,-,-
20180324,2018,3,24,12,5,星期六,休息,-,-,-
20180325,2018,3,25,12,6,星期日,休息,-,-,-
20180326,2018,3,26,13,0,星期一,上班,-,-,-
20180327,2018,3,27,13,1,星期二,上班,-,-,-
20180328,2018,3,28,13,2,星期三,上班,-,-,-
20180329,2018,3,29,13,3,星期四,上班,-,-,-
20180330,2018,3,30,13,4,星期五,上班,-,-,-
20180331,2018,3,31,13,5,星期六,休息,-,-,-
20180401,2018,4,1,13,6,星期日,休息,-,-,-
20180402,2018,4,2,14,0,星期一,上班,-,-,-
20180403,2018,4,3,14,1,星期二,上班,-,-,-
20180404,2018,4,4,14,2,星期三,上班,-,-,-
20180405,2018,4,5,14,3,星期四,休息,清明节,休息,是
20180406,2018,4,6,14,4,星期五,休息,清明节,休息,否
20180407,2018,4,7,14,5,星期六,休息,清明节,休息,否
20180408,2018,4,8,14,6,星期日,补班,—,补班,否
20180409,2018,4,9,15,0,星期一,上班,-,-,-
20180410,2018,4,10,15,1,星期二,上班,-,-,-
20180411,2018,4,11,15,2,星期三,上班,-,-,-
20180412,2018,4,12,15,3,星期四,上班,-,-,-
20180413,2018,4,13,15,4,星期五,上班,-,-,-
20180414,2018,4,14,15,5,星期六,休息,-,-,-
20180415,2018,4,15,15,6,星期日,休息,-,-,-
20180416,2018,4,16,16,0,星期一,上班,-,-,-
20180417,2018,4,17,16,1,星期二,上班,-,-,-
20180418,2018,4,18,16,2,星期三,上班,-,-,-
20180419,2018,4,19,16,3,星期四,上班,-,-,-
20180420,2018,4,20,16,4,星期五,上班,-,-,-
20180421,2018,4,21,16,5,星期六,休息,-,-,-
20180422,2018,4,22,16,6,星期日,休息,-,-,-
20180423,2018,4,23,17,0,星期一,上班,-,-,-
20180424,2018,4,24,17,1,星期二,上班,-,-,-
20180425,2018,4,25,17,2,星期三,上班,-,-,-
20180426,2018,4,26,17,3,星期四,上班,-,-,-
20180427,2018,4,27,17,4,星期五,上班,-,-,-
20180428,2018,4,28,17,5,星期六,补班,—,补班,否
20180429,2018,4,29,17,6,星期日,休息,劳动节,休息,否
20180430,2018,4,30,18,0,星期一,休息,劳动节,休息,否
20180501,2018,5,1,18,1,星期二,休息,劳动节,休息,是
20180502,2018,5,2,18,2,星期三,上班,-,-,-
20180503,2018,5,3,18,3,星期四,上班,-,-,-
20180504,2018,5,4,18,4,星期五,上班,-,-,-
20180505,2018,5,5,18,5,星期六,休息,-,-,-
20180506,2018,5,6,18,6,星期日,休息,-,-,-
20180507,2018,5,7,19,0,星期一,上班,-,-,-
20180508,2018,5,8,19,1,星期二,上班,-,-,-
20180509,2018,5,9,19,2,星期三,上班,-,-,-
20180510,2018,5,10,19,3,星期四,上班,-,-,-
20180511,2018,5,11,19,4,星期五,上班,-,-,-
20180512,2018,5,12,19,5,星期六,休息,-,-,-
20180513,2018,5,13,19,6,星期日,休息,-,-,-
20180514,2018,5,14,20,0,星期一,上班,-,-,-
20180515,2018,5,15,20,1,星期二,上班,-,-,-
20180516,2018,5,16,20,2,星期三,上班,-,-,-
20180517,2018,5,17,20,3,星期四,上班,-,-,-
20180518,2018,5,18,20,4,星期五,上班,-,-,-
20180519,2018,5,19,20,5,星期六,休息,-,-,-
20180520,2018,5,20,20,6,星期日,休息,-,-,-
20180521,2018,5,21,21,0,星期一,上班,-,-,-
20180522,2018,5,22,21,1,星期二,上班,-,-,-
20180523,2018,5,23,21,2,星期三,上班,-,-,-
20180524,2018,5,24,21,3,星期四,上班,-,-,-
20180525,2018,5,25,21,4,星期五,上班,-,-,-
20180526,2018,5,26,21,5,星期六,休息,-,-,-
20180527,2018,5,27,21,6,星期日,休息,-,-,-
20180528,2018,5,28,22,0,星期一,上班,-,-,-
20180529,2018,5,29,22,1,星期二,上班,-,-,-
20180530,2018,5,30,22,2,星期三,上班,-,-,-
20180531,2018,5,31,22,3,星期四,上班,-,-,-
20180601,2018,6,1,22,4,星期五,上班,-,-,-
20180602,2018,6,2,22,5,星期六,休息,-,-,-
20180603,2018,6,3,22,6,星期日,休息,-,-,-
20180604,2018,6,4,23,0,星期一,上班,-,-,-
20180605,2018,6,5,23,1,星期二,上班,-,-,-
20180606,2018,6,6,23,2,星期三,上班,-,-,-
20180607,2018,6,7,23,3,星期四,上班,-,-,-
20180608,2018,6,8,23,4,星期五,上班,-,-,-
20180609,2018,6,9,23,5,星期六,休息,-,-,-
20180610,2018,6,10,23,6,星期日,休息,-,-,-
20180611,2018,6,11,24,0,星期一,上班,-,-,-
20180612,2018,6,12,24,1,星期二,上班,-,-,-
20180613,2018,6,13,24,2,星期三,上班,-,-,-
20180614,2018,6,14,24,3,星期四,上班,-,-,-
20180615,2018,6,15,24,4,星期五,上班,-,-,-
20180616,2018,6,16,24,5,星期六,休息,端午节,休息,否
20180617,2018,6,17,24,6,星期日,休息,端午节,休息,否
20180618,2018,6,18,25,0,星期一,休息,端午节,休息,是
20180619,2018,6,19,25,1,星期二,上班,-,-,-
20180620,2018,6,20,25,2,星期三,上班,-,-,-
20180621,2018,6,21,25,3,星期四,上班,-,-,-
20180622,2018,6,22,25,4,星期五,上班,-,-,-
20180623,2018,6,23,25,5,星期六,休息,-,-,-
20180624,2018,6,24,25,6,星期日,休息,-,-,-
20180625,2018,6,25,26,0,星期一,上班,-,-,-
20180626,2018,6,26,26,1,星期二,上班,-,-,-
20180627,2018,6,27,26,2,星期三,上班,-,-,-
20180628,2018,6,28,26,3,星期四,上班,-,-,-
20180629,2018,6,29,26,4,星期五,上班,-,-,-
20180630,2018,6,30,26,5,星期六,休息,-,-,-
20180701,2018,7,1,26,6,星期日,休息,-,-,-
20180702,2018,7,2,27,0,星期一,上班,-,-,-
20180703,2018,7,3,27,1,星期二,上班,-,-,-
20180704,2018,7,4,27,2,星期三,上班,-,-,-
20180705,2018,7,5,27,3,星期四,上班,-,-,-
20180706,2018,7,6,27,4,星期五,上班,-,-,-
20180707,2018,7,7,27,5,星期六,休息,-,-,-
20180708,2018,7,8,27,6,星期日,休息,-,-,-
20180709,2018,7,9,28,0,星期一,上班,-,-,-
20180710,2018,7,10,28,1,星期二,上班,-,-,-
20180711,2018,7,11,28,2,星期三,上班,-,-,-
20180712,2018,7,12,28,3,星期四,上班,-,-,-
20180713,2018,7,13,28,4,星期五,上班,-,-,-
20180714,2018,7,14,28,5,星期六,休息,-,-,-
20180715,2018,7,15,28,6,星期日,休息,-,-,-
20180716,2018,7,16,29,0,星期一,上班,-,-,-
20180717,2018,7,17,29,1,星期二,上班,-,-,-
20180718,2018,7,18,29,2,星期三,上班,-,-,-
20180719,2018,7,19,29,3,星期四,上班,-,-,-
20180720,2018,7,20,29,4,星期五,上班,-,-,-
20180721,2018,7,21,29,5,星期六,休息,-,-,-
20180722,2018,7,22,29,6,星期日,休息,-,-,-
20180723,2018,7,23,30,0,星期一,上班,-,-,-
20180724,2018,7,24,30,1,星期二,上班,-,-,-
20180725,2018,7,25,30,2,星期三,上班,-,-,-
20180726,2018,7,26,30,3,星期四,上班,-,-,-
20180727,2018,7,27,30,4,星期五,上班,-,-,-
20180728,2018,7,28,30,5,星期六,休息,-,-,-
20180729,2018,7,29,30,6,星期日,休息,-,-,-
20180730,2018,7,30,31,0,星期一,上班,-,-,-
20180731,2018,7,31,31,1,星期二,上班,-,-,-
20180801,2018,8,1,31,2,星期三,上班,-,-,-
20180802,2018,8,2,31,3,星期四,上班,-,-,-
20180803,2018,8,3,31,4,星期五,上班,-,-,-
20180804,2018,8,4,31,5,星期六,休息,-,-,-
20180805,2018,8,5,31,6,星期日,休息,-,-,-
20180806,2018,8,6,32,0,星期一,上班,-,-,-
20180807,2018,8,7,32,1,星期二,上班,-,-,-
20180808,2018,8,8,32,2,星期三,上班,-,-,-
20180809,2018,8,9,32,3,星期四,上班,-,-,-
20180810,2018,8,10,32,4,星期五,上班,-,-,-
20180811,2018,8,11,32,5,星期六,休息,-,-,-
20180812,2018,8,12,32,6,星期日,休息,-,-,-
20180813,2018,8,13,33,0,星期一,上班,-,-,-
20180814,2018,8,14,33,1,星期二,上班,-,-,-
20180815,2018,8,15,33,2,星期三,上班,-,-,-
20180816,2018,8,16,33,3,星期四,上班,-,-,-
20180817,2018,8,17,33,4,星期五,上班,-,-,-
20180818,2018,8,18,33,5,星期六,休息,-,-,-
20180819,2018,8,19,33,6,星期日,休息,-,-,-
20180820,2018,8,20,34,0,星期一,上班,-,-,-
20180821,2018,8,21,34,1,星期二,上班,-,-,-
20180822,2018,8,22,34,2,星期三,上班,-,-,-
20180823,2018,8,23,34,3,星期四,上班,-,-,-
20180824,2018,8,24,34,4,星期五,上班,-,-,-
20180825,2018,8,25,34,5,星期六,休息,-,-,-
20180826,2018,8,26,34,6,星期日,休息,-,-,-
20180827,2018,8,27,35,0,星期一,上班,-,-,-
20180828,2018,8,28,35,1,星期二,上班,-,-,-
20180829,2018,8,29,35,2,星期三,上班,-,-,-
20180830,2018,8,30,35,3,星期四,上班,-,-,-
20180831,2018,8,31,35,4,星期五,上班,-,-,-
20180901,2018,9,1,35,5,星期六,休息,-,-,-
20180902,2018,9,2,35,6,星期日,休息,-,-,-
20180903,2018,9,3,36,0,星期一,上班,-,-,-
20180904,2018,9,4,36,1,星期二,上班,-,-,-
20180905,2018,9,5,36,2,星期三,上班,-,-,-
20180906,2018,9,6,36,3,星期四,上班,-,-,-
20180907,2018,9,7,36,4,星期五,上班,-,-,-
20180908,2018,9,8,36,5,星期六,休息,-,-,-
20180909,2018,9,9,36,6,星期日,休息,-,-,-
20180910,2018,9,10,37,0,星期一,上班,-,-,-
20180911,2018,9,11,37,1,星期二,上班,-,-,-
20180912,2018,9,12,37,2,星期三,上班,-,-,-
20180913,2018,9,13,37,3,星期四,上班,-,-,-
20180914,2018,9,14,37,4,星期五,上班,-,-,-
20180915,2018,9,15,37,5,星期六,休息,-,-,-
20180916,2018,9,16,37,6,星期日,休息,-,-,-
20180917,2018,9,17,38,0,星期一,上班,-,-,-
20180918,2018,9,18,38,1,星期二,上班,-,-,-
20180919,2018,9,19,38,2,星期三,上班,-,-,-
20180920,2018,9,20,38,3,星期四,上班,-,-,-
20180921,2018,9,21,38,4,星期五,上班,-,-,-
20180922,2018,9,22,38,5,星期六,休息,中秋节,休息,否
20180923,2018,9,23,38,6,星期日,休息,中秋节,休息,否
20180924,2018,9,24,39,0,星期一,休息,中秋节,休息,是
20180925,2018,9,25,39,1,星期二,上班,-,-,-
20180926,2018,9,26,39,2,星期三,上班,-,-,-
20180927,2018,9,27,39,3,星期四,上班,-,-,-
20180928,2018,9,28,39,4,星期五,上班,-,-,-
20180929,2018,9,29,39,5,星期六,补班,—,补班,否
20180930,2018,9,30,39,6,星期日,补班,—,补班,否
20181001,2018,10,1,40,0,星期一,休息,国庆节,休息,是
20181002,2018,10,2,40,1,星期二,休息,国庆节,休息,是
20181003,2018,10,3,40,2,星期三,休息,国庆节,休息,是
20181004,2018,10,4,40,3,星期四,休息,国庆节,休息,否
20181005,2018,10,5,40,4,星期五,休息,国庆节,休息,否
20181006,2018,10,6,40,5,星期六,休息,国庆节,休息,否
20181007,2018,10,7,40,6,星期日,休息,国庆节,休息,否
20181008,2018,10,8,41,0,星期一,上班,-,-,-
20181009,2018,10,9,41,1,星期二,上班,-,-,-
20181010,2018,10,10,41,2,星期三,上班,-,-,-
20181011,2018,10,11,41,3,星期四,上班,-,-,-
20181012,2018,10,12,41,4,星期五,上班,-,-,-
20181013,2018,10,13,41,5,星期六,休息,-,-,-
20181014,2018,10,14,41,6,星期日,休息,-,-,-
20181015,2018,10,15,42,0,星期一,上班,-,-,-
20181016,2018,10,16,42,1,星期二,上班,-,-,-
20181017,2018,10,17,42,2,星期三,上班,-,-,-
20181018,2018,10,18,42,3,星期四,上班,-,-,-
20181019,2018,10,19,42,4,星期五,上班,-,-,-
20181020,2018,10,20,42,5,星期六,休息,-,-,-
20181021,2018,10,21,42,6,星期日,休息,-,-,-
20181022,2018,10,22,43,0,星期一,上班,-,-,-
20181023,2018,10,23,43,1,星期二,上班,-,-,-
20181024,2018,10,24,43,2,星期三,上班,-,-,-
20181025,2018,10,25,43,3,星期四,上班,-,-,-
20181026,2018,10,26,43,4,星期五,上班,-,-,-
20181027,2018,10,27,43,5,星期六,休息,-,-,-
20181028,2018,10,28,43,6,星期日,休息,-,-,-
20181029,2018,10,29,44,0,星期一,上班,-,-,-
20181030,2018,10,30,44,1,星期二,上班,-,-,-
20181031,2018,10,31,44,2,星期三,上班,-,-,-
20181101,2018,11,1,44,3,星期四,上班,-,-,-
20181102,2018,11,2,44,4,星期五,上班,-,-,-
20181103,2018,11,3,44,5,星期六,休息,-,-,-
20181104,2018,11,4,44,6,星期日,休息,-,-,-
20181105,2018,11,5,45,0,星期一,上班,-,-,-
20181106,2018,11,6,45,1,星期二,上班,-,-,-
20181107,2018,11,7,45,2,星期三,上班,-,-,-
20181108,2018,11,8,45,3,星期四,上班,-,-,-
20181109,2018,11,9,45,4,星期五,上班,-,-,-
20181110,2018,11,10,45,5,星期六,休息,-,-,-
20181111,2018,11,11,45,6,星期日,休息,-,-,-
20181112,2018,11,12,46,0,星期一,上班,-,-,-
20181113,2018,11,13,46,1,星期二,上班,-,-,-
20181114,2018,11,14,46,2,星期三,上班,-,-,-
20181115,2018,11,15,46,3,星期四,上班,-,-,-
20181116,2018,11,16,46,4,星期五,上班,-,-,-
20181117,2018,11,17,46,5,星期六,休息,-,-,-
20181118,2018,11,18,46,6,星期日,休息,-,-,-
20181119,2018,11,19,47,0,星期一,上班,-,-,-
20181120,2018,11,20,47,1,星期二,上班,-,-,-
20181121,2018,11,21,47,2,星期三,上班,-,-,-
20181122,2018,11,22,47,3,星期四,上班,-,-,-
20181123,2018,11,23,47,4,星期五,上班,-,-,-
20181124,2018,11,24,47,5,星期六,休息,-,-,-
20181125,2018,11,25,47,6,星期日,休息,-,-,-
20181126,2018,11,26,48,0,星期一,上班,-,-,-
20181127,2018,11,27,48,1,星期二,上班,-,-,-
20181128,2018,11,28,48,2,星期三,上班,-,-,-
20181129,2018,11,29,48,3,星期四,上班,-,-,-
20181130,2018,11,30,48,4,星期五,上班,-,-,-
20181201,2018,12,1,48,5,星期六,休息,-,-,-
20181202,2018,12,2,48,6,星期日,休息,-,-,-
20181203,2018,12,3,49,0,星期一,上班,-,-,-
20181204,2018,12,4,49,1,星期二,上班,-,-,-
20181205,2018,12,5,49,2,星期三,上班,-,-,-
20181206,2018,12,6,49,3,星期四,上班,-,-,-
20181207,2018,12,7,49,4,星期五,上班,-,-,-
20181208,2018,12,8,49,5,星期六,休息,-,-,-
20181209,2018,12,9,49,6,星期日,休息,-,-,-
20181210,2018,12,10,50,0,星期一,上班,-,-,-
20181211,2018,12,11,50,1,星期二,上班,-,-,-
20181212,2018,12,12,50,2,星期三,上班,-,-,-
20181213,2018,12,13,50,3,星期四,上班,-,-,-
20181214,2018,12,14,50,4,星期五,上班,-,-,-
20181215,2018,12,15,50,5,星期六,休息,-,-,-
20181216,2018,12,16,50,6,星期日,休息,-,-,-
20181217,2018,12,17,51,0,星期一,上班,-,-,-
20181218,2018,12,18,51,1,星期二,上班,-,-,-
20181219,2018,12,19,51,2,星期三,上班,-,-,-
20181220,2018,12,20,51,3,星期四,上班,-,-,-
20181221,2018,12,21,51,4,星期五,上班,-,-,-
20181222,2018,12,22,51,5,星期六,休息,-,-,-
20181223,2018,12,23,51,6,星期日,休息,-,-,-
20181224,2018,12,24,52,0,星期一,上班,-,-,-
20181225,2018,12,25,52,1,星期二,上班,-,-,-
20181226,2018,12,26,52,2,星期三,上班,-,-,-
20181227,2018,12,27,52,3,星期四,上班,-,-,-
20181228,2018,12,28,52,4,星期五,上班,-,-,-
20181229,2018,12,29,52,5,星期六,补班,—,补班,否
20181230,2018,12,30,52,6,星期日,休息,元旦节,休息,否
20181231,2018,12,31,1,0,星期一,休息,元旦节,休息,否
