日期,年,月,日,周序号,周内序号,周内名称,工作标记,假日标记,工作标记-补充,是否法定假日
20190304,2019,3,4,10,0,星期一,上班,-,-,-
20190305,2019,3,5,10,1,星期二,上班,-,-,-
20190306,2019,3,6,10,2,星期三,上班,-,-,-
20190307,2019,3,7,10,3,星期四,上班,-,-,-
20190308,2019,3,8,10,4,星期五,上班,-,-,-
20190309,2019,3,9,10,5,星期六,休息,-,-,-
20190310,2019,3,10,10,6,星期日,休息,-,-,-
20190311,2019,3,11,11,0,星期一,上班,-,-,-
20190312,2019,3,12,11,1,星期二,上班,-,-,-
20190313,2019,3,13,11,2,星期三,上班,-,-,-
20190314,2019,3,14,11,3,星期四,上班,-,-,-
20190315,2019,3,15,11,4,星期五,上班,-,-,-
20190316,2019,3,16,11,5,星期六,休息,-,-,-
20190317,2019,3,17,11,6,星期日,休息,-,-,-
20190318,2019,3,18,12,0,星期一,上班,-,-,-
20190319,2019,3,19,12,1,星期二,上班,-,-,-
20190320,2019,3,20,12,2,星期三,上班,-,-,-
20190321,2019,3,21,12,3,星期四,上班,-,-,-
20190322,2019,3,22,12,4,星期五,上班,-,-,-
20190323,2019,3,23,12,5,星期六,休息,-,-,-
20190324,2019,3,24,12,6,星期日,休息,-,-,-
20190325,2019,3,25,13,0,星期一,上班,-,-,-
20190326,2019,3,26,13,1,星期二,上班,-,-,-
20190327,2019,3,27,13,2,星期三,上班,-,-,-
20190328,2019,3,28,13,3,星期四,上班,-,-,-
20190329,2019,3,29,13,4,星期五,上班,-,-,-
20190330,2019,3,30,13,5,星期六,休息,-,-,-
20190331,2019,3,31,13,6,星期日,休息,-,-,-
20190401,2019,4,1,14,0,星期一,上班,-,-,-
20190402,2019,4,2,14,1,星期二,上班,-,-,-
20190403,2019,4,3,14,2,星期三,上班,-,-,-
20190404,2019,4,4,14,3,星期四,上班,-,-,-
20190405,2019,4,5,14,4,星期五,休息,清明节,休息,是
20190406,2019,4,6,14,5,星期六,休息,清明节,休息,否
20190407,2019,4,7,14,6,星期日,休息,清明节,休息,否
20190408,2019,4,8,15,0,星期一,上班,-,-,-
20190409,2019,4,9,15,1,星期二,上班,-,-,-
20190410,2019,4,10,15,2,星期三,上班,-,-,-
20190411,2019,4,11,15,3,星期四,上班,-,-,-
20190412,2019,4,12,15,4,星期五,上班,-,-,-
20190413,2019,4,13,15,5,星期六,休息,-,-,-
20190414,2019,4,14,15,6,星期日,休息,-,-,-
20190415,2019,4,15,16,0,星期一,上班,-,-,-
20190416,2019,4,16,16,1,星期二,上班,-,-,-
20190417,2019,4,17,16,2,星期三,上班,-,-,-
20190418,2019,4,18,16,3,星期四,上班,-,-,-
20190419,2019,4,19,16,4,星期五,上班,-,-,-
20190420,2019,4,20,16,5,星期六,休息,-,-,-
20190421,2019,4,21,16,6,星期日,休息,-,-,-
20190422,2019,4,22,17,0,星期一,上班,-,-,-
20190423,2019,4,23,17,1,星期二,上班,-,-,-
20190424,2019,4,24,17,2,星期三,上班,-,-,-
20190425,2019,4,25,17,3,星期四,上班,-,-,-
20190426,2019,4,26,17,4,星期五,上班,-,-,-
20190427,2019,4,27,17,5,星期六,休息,-,-,-
20190428,2019,4,28,17,6,星期日,补班,—,补班,否
20190429,2019,4,29,18,0,星期一,上班,-,-,-
20190430,2019,4,30,18,1,星期二,上班,-,-,-
20190501,2019,5,1,18,2,星期三,休息,劳动节,休息,是
20190502,2019,5,2,18,3,星期四,休息,劳动节,休息,否
20190503,2019,5,3,18,4,星期五,休息,劳动节,休息,否
20190504,2019,5,4,18,5,星期六,休息,劳动节,休息,否
20190505,2019,5,5,18,6,星期日,补班,—,补班,否
20190506,2019,5,6,19,0,星期一,上班,-,-,-
20190507,2019,5,7,19,1,星期二,上班,-,-,-
20190508,2019,5,8,19,2,星期三,上班,-,-,-
20190509,2019,5,9,19,3,星期四,上班,-,-,-
20190510,2019,5,10,19,4,星期五,上班,-,-,-
20190511,2019,5,11,19,5,星期六,休息,-,-,-
20190512,2019,5,12,19,6,星期日,休息,-,-,-
20190513,2019,5,13,20,0,星期一,上班,-,-,-
20190514,2019,5,14,20,1,星期二,上班,-,-,-
20190515,2019,5,15,20,2,星期三,上班,-,-,-
20190516,2019,5,16,20,3,星期四,上班,-,-,-
20190517,2019,5,17,20,4,星期五,上班,-,-,-
20190518,2019,5,18,20,5,星期六,休息,-,-,-
20190519,2019,5,19,20,6,星期日,休息,-,-,-
20190520,2019,5,20,21,0,星期一,上班,-,-,-
20190521,2019,5,21,21,1,星期二,上班,-,-,-
20190522,2019,5,22,21,2,星期三,上班,-,-,-
20190523,2019,5,23,21,3,星期四,上班,-,-,-
20190524,2019,5,24,21,4,星期五,上班,-,-,-
20190525,2019,5,25,21,5,星期六,休息,-,-,-
20190526,2019,5,26,21,6,星期日,休息,-,-,-
20190527,2019,5,27,22,0,星期一,上班,-,-,-
20190528,2019,5,28,22,1,星期二,上班,-,-,-
20190529,2019,5,29,22,2,星期三,上班,-,-,-
20190530,2019,5,30,22,3,星期四,上班,-,-,-
20190531,2019,5,31,22,4,星期五,上班,-,-,-
20190601,2019,6,1,22,5,星期六,休息,-,-,-
20190602,2019,6,2,22,6,星期日,休息,-,-,-
20190603,2019,6,3,23,0,星期一,上班,-,-,-
20190604,2019,6,4,23,1,星期二,上班,-,-,-
20190605,2019,6,5,23,2,星期三,上班,-,-,-
20190606,2019,6,6,23,3,星期四,上班,-,-,-
20190607,2019,6,7,23,4,星期五,休息,端午节,休息,是
20190608,2019,6,8,23,5,星期六,休息,端午节,休息,否
20190609,2019,6,9,23,6,星期日,休息,端午节,休息,否
20190610,2019,6,10,24,0,星期一,上班,-,-,-
20190611,2019,6,11,24,1,星期二,上班,-,-,-
20190612,2019,6,12,24,2,星期三,上班,-,-,-
20190613,2019,6,13,24,3,星期四,上班,-,-,-
20190614,2019,6,14,24,4,星期五,上班,-,-,-
20190615,2019,6,15,24,5,星期六,休息,-,-,-
20190616,2019,6,16,24,6,星期日,休息,-,-,-
20190617,2019,6,17,25,0,星期一,上班,-,-,-
20190618,2019,6,18,25,1,星期二,上班,-,-,-
20190619,2019,6,19,25,2,星期三,上班,-,-,-
20190620,2019,6,20,25,3,星期四,上班,-,-,-
20190621,2019,6,21,25,4,星期五,上班,-,-,-
20190622,2019,6,22,25,5,星期六,休息,-,-,-
20190623,2019,6,23,25,6,星期日,休息,-,-,-
20190624,2019,6,24,26,0,星期一,上班,-,-,-
20190625,2019,6,25,26,1,星期二,上班,-,-,-
20190626,2019,6,26,26,2,星期三,上班,-,-,-
20190627,2019,6,27,26,3,星期四,上班,-,-,-
20190628,2019,6,28,26,4,星期五,上班,-,-,-
20190629,2019,6,29,26,5,星期六,休息,-,-,-
20190630,2019,6,30,26,6,星期日,休息,-,-,-
20190701,2019,7,1,27,0,星期一,上班,-,-,-
20190702,2019,7,2,27,1,星期二,上班,-,-,-
20190703,2019,7,3,27,2,星期三,上班,-,-,-
20190704,2019,7,4,27,3,星期四,上班,-,-,-
20190705,2019,7,5,27,4,星期五,上班,-,-,-
20190706,2019,7,6,27,5,星期六,休息,-,-,-
20190707,2019,7,7,27,6,星期日,休息,-,-,-
20190708,2019,7,8,28,0,星期一,上班,-,-,-
20190709,2019,7,9,28,1,星期二,上班,-,-,-
20190710,2019,7,10,28,2,星期三,上班,-,-,-
20190711,2019,7,11,28,3,星期四,上班,-,-,-
20190712,2019,7,12,28,4,星期五,上班,-,-,-
20190713,2019,7,13,28,5,星期六,休息,-,-,-
20190714,2019,7,14,28,6,星期日,休息,-,-,-
20190715,2019,7,15,29,0,星期一,上班,-,-,-
20190716,2019,7,16,29,1,星期二,上班,-,-,-
20190717,2019,7,17,29,2,星期三,上班,-,-,-
20190718,2019,7,18,29,3,星期四,上班,-,-,-
20190719,2019,7,19,29,4,星期五,上班,-,-,-
20190720,2019,7,20,29,5,星期六,休息,-,-,-
20190721,2019,7,21,29,6,星期日,休息,-,-,-
20190722,2019,7,22,30,0,星期一,上班,-,-,-
20190723,2019,7,23,30,1,星期二,上班,-,-,-
20190724,2019,7,24,30,2,星期三,上班,-,-,-
20190725,2019,7,25,30,3,星期四,上班,-,-,-
20190726,2019,7,26,30,4,星期五,上班,-,-,-
20190727,2019,7,27,30,5,星期六,休息,-,-,-
20190728,2019,7,28,30,6,星期日,休息,-,-,-
20190729,2019,7,29,31,0,星期一,上班,-,-,-
20190730,2019,7,30,31,1,星期二,上班,-,-,-
20190731,2019,7,31,31,2,星期三,上班,-,-,-
20190801,2019,8,1,31,3,星期四,上班,-,-,-
20190802,2019,8,2,31,4,星期五,上班,-,-,-
20190803,2019,8,3,31,5,星期六,休息,-,-,-
20190804,2019,8,4,31,6,星期日,休息,-,-,-
20190805,2019,8,5,32,0,星期一,上班,-,-,-
20190806,2019,8,6,32,1,星期二,上班,-,-,-
20190807,2019,8,7,32,2,星期三,上班,-,-,-
20190808,2019,8,8,32,3,星期四,上班,-,-,-
20190809,2019,8,9,32,4,星期五,上班,-,-,-
20190810,2019,8,10,32,5,星期六,休息,-,-,-
20190811,2019,8,11,32,6,星期日,休息,-,-,-
20190812,2019,8,12,33,0,星期一,上班,-,-,-
20190813,2019,8,13,33,1,星期二,上班,-,-,-
20190814,2019,8,14,33,2,星期三,上班,-,-,-
20190815,2019,8,15,33,3,星期四,上班,-,-,-
20190816,2019,8,16,33,4,星期五,上班,-,-,-
20190817,2019,8,17,33,5,星期六,休息,-,-,-
20190818,2019,8,18,33,6,星期日,休息,-,-,-
20190819,2019,8,19,34,0,星期一,上班,-,-,-
20190820,2019,8,20,34,1,星期二,上班,-,-,-
20190821,2019,8,21,34,2,星期三,上班,-,-,-
20190822,2019,8,22,34,3,星期四,上班,-,-,-
20190823,2019,8,23,34,4,星期五,上班,-,-,-
20190824,2019,8,24,34,5,星期六,休息,-,-,-
20190825,2019,8,25,34,6,星期日,休息,-,-,-
20190826,2019,8,26,35,0,星期一,上班,-,-,-
20190827,2019,8,27,35,1,星期二,上班,-,-,-
20190828,2019,8,28,35,2,星期三,上班,-,-,-
20190829,2019,8,29,35,3,星期四,上班,-,-,-
20190830,2019,8,30,35,4,星期五,上班,-,-,-
20190831,2019,8,31,35,5,星期六,休息,-,-,-
20190901,2019,9,1,35,6,星期日,休息,-,-,-
20190902,2019,9,2,36,0,星期一,上班,-,-,-
20190903,2019,9,3,36,1,星期二,上班,-,-,-
20190904,2019,9,4,36,2,星期三,上班,-,-,-
20190905,2019,9,5,36,3,星期四,上班,-,-,-
20190906,2019,9,6,36,4,星期五,上班,-,-,-
20190907,2019,9,7,36,5,星期六,休息,-,-,-
20190908,2019,9,8,36,6,星期日,休息,-,-,-
20190909,2019,9,9,37,0,星期一,上班,-,-,-
20190910,2019,9,10,37,1,星期二,上班,-,-,-
20190911,2019,9,11,37,2,星期三,上班,-,-,-
20190912,2019,9,12,37,3,星期四,上班,-,-,-
20190913,2019,9,13,37,4,星期五,休息,中秋节,休息,是
20190914,2019,9,14,37,5,星期六,休息,中秋节,休息,否
20190915,2019,9,15,37,6,星期日,休息,中秋节,休息,否
20190916,2019,9,16,38,0,星期一,上班,-,-,-
20190917,2019,9,17,38,1,星期二,上班,-,-,-
20190918,2019,9,18,38,2,星期三,上班,-,-,-
20190919,2019,9,19,38,3,星期四,上班,-,-,-
20190920,2019,9,20,38,4,星期五,上班,-,-,-
20190921,2019,9,21,38,5,星期六,休息,-,-,-
20190922,2019,9,22,38,6,星期日,休息,-,-,-
20190923,2019,9,23,39,0,星期一,上班,-,-,-
20190924,2019,9,24,39,1,星期二,上班,-,-,-
20190925,2019,9,25,39,2,星期三,上班,-,-,-
20190926,2019,9,26,39,3,星期四,上班,-,-,-
20190927,2019,9,27,39,4,星期五,上班,-,-,-
20190928,2019,9,28,39,5,星期六,休息,-,-,-
20190929,2019,9,29,39,6,星期日,补班,—,补班,否
20190930,2019,9,30,40,0,星期一,上班,-,-,-
20191001,2019,10,1,40,1,星期二,休息,国庆节,休息,是
20191002,2019,10,2,40,2,星期三,休息,国庆节,休息,是
20191003,2019,10,3,40,3,星期四,休息,国庆节,休息,是
20191004,2019,10,4,40,4,星期五,休息,国庆节,休息,否
20191005,2019,10,5,40,5,星期六,休息,国庆节,休息,否
20191006,2019,10,6,40,6,星期日,休息,国庆节,休息,否
20191007,2019,10,7,41,0,星期一,休息,国庆节,休息,否
20191008,2019,10,8,41,1,星期二,上班,-,-,-
20191009,2019,10,9,41,2,星期三,上班,-,-,-
20191010,2019,10,10,41,3,星期四,上班,-,-,-
20191011,2019,10,11,41,4,星期五,上班,-,-,-
20191012,2019,10,12,41,5,星期六,补班,—,补班,否
20191013,2019,10,13,41,6,星期日,休息,-,-,-
20191014,2019,10,14,42,0,星期一,上班,-,-,-
20191015,2019,10,15,42,1,星期二,上班,-,-,-
20191016,2019,10,16,42,2,星期三,上班,-,-,-
20191017,2019,10,17,42,3,星期四,上班,-,-,-
20191018,2019,10,18,42,4,星期五,上班,-,-,-
20191019,2019,10,19,42,5,星期六,休息,-,-,-
20191020,2019,10,20,42,6,星期日,休息,-,-,-
20191021,2019,10,21,43,0,星期一,上班,-,-,-
20191022,2019,10,22,43,1,星期二,上班,-,-,-
20191023,2019,10,23,43,2,星期三,上班,-,-,-
20191024,2019,10,24,43,3,星期四,上班,-,-,-
20191025,2019,10,25,43,4,星期五,上班,-,-,-
20191026,2019,10,26,43,5,星期六,休息,-,-,-
20191027,2019,10,27,43,6,星期日,休息,-,-,-
20191028,2019,10,28,44,0,星期一,上班,-,-,-
20191029,2019,10,29,44,1,星期二,上班,-,-,-
20191030,2019,10,30,44,2,星期三,上班,-,-,-
20191031,2019,10,31,44,3,星期四,上班,-,-,-
20191101,2019,11,1,44,4,星期五,上班,-,-,-
20191102,2019,11,2,44,5,星期六,休息,-,-,-
20191103,2019,11,3,44,6,星期日,休息,-,-,-
20191104,2019,11,4,45,0,星期一,上班,-,-,-
20191105,2019,11,5,45,1,星期二,上班,-,-,-
20191106,2019,11,6,45,2,星期三,上班,-,-,-
20191107,2019,11,7,45,3,星期四,上班,-,-,-
20191108,2019,11,8,45,4,星期五,上班,-,-,-
20191109,2019,11,9,45,5,星期六,休息,-,-,-
20191110,2019,11,10,45,6,星期日,休息,-,-,-
20191111,2019,11,11,46,0,星期一,上班,-,-,-
20191112,2019,11,12,46,1,星期二,上班,-,-,-
20191113,2019,11,13,46,2,星期三,上班,-,-,-
20191114,2019,11,14,46,3,星期四,上班,-,-,-
20191115,2019,11,15,46,4,星期五,上班,-,-,-
20191116,2019,11,16,46,5,星期六,休息,-,-,-
20191117,2019,11,17,46,6,星期日,休息,-,-,-
20191118,2019,11,18,47,0,星期一,上班,-,-,-
20191119,2019,11,19,47,1,星期二,上班,-,-,-
20191120,2019,11,20,47,2,星期三,上班,-,-,-
20191121,2019,11,21,47,3,星期四,上班,-,-,-
20191122,2019,11,22,47,4,星期五,上班,-,-,-
20191123,2019,11,23,47,5,星期六,休息,-,-,-
20191124,2019,11,24,47,6,星期日,休息,-,-,-
20191125,2019,11,25,48,0,星期一,上班,-,-,-
20191126,2019,11,26,48,1,星期二,上班,-,-,-
20191127,2019,11,27,48,2,星期三,上班,-,-,-
20191128,2019,11,28,48,3,星期四,上班,-,-,-
20191129,2019,11,29,48,4,星期五,上班,-,-,-
20191130,2019,11,30,48,5,星期六,休息,-,-,-
20191201,2019,12,1,48,6,星期日,休息,-,-,-
20191202,2019,12,2,49,0,星期一,上班,-,-,-
20191203,2019,12,3,49,1,星期二,上班,-,-,-
20191204,2019,12,4,49,2,星期三,上班,-,-,-
20191205,2019,12,5,49,3,星期四,上班,-,-,-
20191206,2019,12,6,49,4,星期五,上班,-,-,-
20191207,2019,12,7,49,5,星期六,休息,-,-,-
20191208,2019,12,8,49,6,星期日,休息,-,-,-
20191209,2019,12,9,50,0,星期一,上班,-,-,-
20191210,2019,12,10,50,1,星期二,上班,-,-,-
20191211,2019,12,11,50,2,星期三,上班,-,-,-
20191212,2019,12,12,50,3,星期四,上班,-,-,-
20191213,2019,12,13,50,4,星期五,上班,-,-,-
20191214,2019,12,14,50,5,星期六,休息,-,-,-
20191215,2019,12,15,50,6,星期日,休息,-,-,-
20191216,2019,12,16,51,0,星期一,上班,-,-,-
20191217,2019,12,17,51,1,星期二,上班,-,-,-
20191218,2019,12,18,51,2,星期三,上班,-,-,-
20191219,2019,12,19,51,3,星期四,上班,-,-,-
20191220,2019,12,20,51,4,星期五,上班,-,-,-
20191221,2019,12,21,51,5,星期六,休息,-,-,-
20191222,2019,12,22,51,6,星期日,休息,-,-,-
20191223,2019,12,23,52,0,星期一,上班,-,-,-
20191224,2019,12,24,52,1,星期二,上班,-,-,-
20191225,2019,12,25,52,2,星期三,上班,-,-,-
20191226,2019,12,26,52,3,星期四,上班,-,-,-
20191227,2019,12,27,52,4,星期五,上班,-,-,-
20191228,2019,12,28,52,5,星期六,休息,-,-,-
20191229,2019,12,29,52,6,星期日,休息,-,-,-
20191230,2019,12,30,1,0,星期一,上班,-,-,-
20191231,2019,12,31,1,1,星期二,上班,-,-,-
